"","115160","064240","078890","028080","297570","134580"
"2018-04-03",8700,12150,9915,4710,NA,3070
"2018-04-04",8460,11800,9607,4550,NA,3055
"2018-04-05",8470,11900,9559,4530,NA,3110
"2018-04-06",8350,11550,9559,4510,NA,3075
"2018-04-09",8410,11600,9357,4475,NA,2935
"2018-04-10",8290,11150,9222,4500,NA,2840
"2018-04-11",8340,11300,9579,4390,NA,2820
"2018-04-12",8240,11550,9675,4425,NA,2805
"2018-04-13",8310,11350,9511,4455,NA,2895
"2018-04-16",8270,11250,9549,4425,NA,2870
"2018-04-17",8260,10900,9491,4420,NA,2820
"2018-04-18",8210,10600,9723,4520,NA,2760
"2018-04-19",8080,10150,9675,4500,NA,2720
"2018-04-20",8060,10250,9521,4530,NA,2740
"2018-04-23",8180,9950,9627,4480,NA,2825
"2018-04-24",8620,10050,9723,4570,NA,3670
"2018-04-25",8410,9800,9607,4600,NA,3200
"2018-04-26",8240,10250,9511,4550,NA,3850
"2018-04-27",8170,10100,9463,4560,NA,3620
"2018-04-30",8150,9640,9443,4555,NA,3430
"2018-05-02",8090,9210,9241,4560,NA,3815
"2018-05-03",8360,9160,9367,4560,NA,3540
"2018-05-04",8220,8830,9607,4595,NA,3580
"2018-05-08",8030,8390,9482,4615,NA,3265
"2018-05-09",8030,9040,9463,4595,NA,3470
"2018-05-10",8120,8930,9261,4580,NA,3475
"2018-05-11",8390,9210,9723,4800,NA,3495
"2018-05-14",8400,8850,10541,4950,NA,3380
"2018-05-15",8270,8890,10974,4970,NA,3275
"2018-05-16",8370,8670,10493,4865,NA,3110
"2018-05-17",8420,8810,10589,4915,NA,3060
"2018-05-18",8690,8900,10830,5020,NA,3200
"2018-05-21",8630,8960,11070,5020,NA,3265
"2018-05-23",8540,8690,10589,4960,NA,3220
"2018-05-24",8720,8720,10348,4910,NA,3190
"2018-05-25",8590,9190,9867,4755,NA,3110
"2018-05-28",8590,8800,10011,4850,NA,3080
"2018-05-29",9000,8510,9771,4870,NA,3040
"2018-05-30",8640,8220,9771,4950,NA,3030
"2018-05-31",8740,8340,9607,4925,NA,3000
"2018-06-01",9060,8610,9627,4955,NA,3055
"2018-06-04",9070,8590,9501,4985,NA,3100
"2018-06-05",8940,8520,9453,4980,NA,3110
"2018-06-07",9170,8900,9627,5010,NA,3940
"2018-06-08",9300,8980,9501,5030,NA,3980
"2018-06-11",9000,8700,9627,5010,NA,3840
"2018-06-12",8930,8520,9597,4910,NA,3700
"2018-06-14",8830,8210,9501,4905,NA,3505
"2018-06-15",9010,8390,9463,5020,NA,3845
"2018-06-18",8620,7850,9001,4935,NA,4230
"2018-06-19",8440,7380,8423,4860,NA,4080
"2018-06-20",8600,7670,8433,4950,NA,4135
"2018-06-21",8630,7870,7952,5030,NA,4000
"2018-06-22",8530,8120,8028,5030,NA,4050
"2018-06-25",8600,8240,8106,5100,NA,4145
"2018-06-26",8620,8500,8106,5340,NA,4165
"2018-06-27",8600,8130,7836,5220,NA,4060
"2018-06-28",8730,7760,7306,4900,NA,4170
"2018-06-29",8330,7720,7374,4950,NA,4480
"2018-07-02",7900,7110,7028,4515,NA,3990
"2018-07-03",7460,6950,7056,4450,NA,3960
"2018-07-04",7520,7220,6931,4425,NA,3790
"2018-07-05",7420,7270,6787,4360,NA,4255
"2018-07-06",7530,7260,7046,4440,NA,4485
"2018-07-09",7520,7360,6854,4330,NA,4270
"2018-07-10",7610,7630,7114,4350,NA,4270
"2018-07-11",7400,7270,7076,4400,NA,4110
"2018-07-12",7420,7450,7336,4430,NA,4000
"2018-07-13",7500,7450,7422,4425,NA,4020
"2018-07-16",7560,7550,7402,4415,NA,4115
"2018-07-17",7720,8430,7326,4455,NA,4225
"2018-07-18",7600,8070,7133,4450,NA,4225
"2018-07-19",7580,8690,7094,4425,NA,4385
"2018-07-20",7530,8730,7200,4280,3267,4800
"2018-07-23",7460,8200,6835,4160,3311,4370
"2018-07-24",7540,8410,7085,4190,3318,4390
"2018-07-25",7640,7910,7046,4190,3340,4155
"2018-07-26",7660,8230,7345,4195,3355,4550
"2018-07-27",7630,8200,7634,4215,3370,4495
"2018-07-30",7620,7740,7750,4240,3399,4305
"2018-07-31",7640,7700,8000,4190,3421,4305
"2018-08-01",7750,7900,7952,4250,3399,4430
"2018-08-02",7700,7540,7894,4200,3399,4570
"2018-08-03",7800,7590,8000,4220,3377,4625
"2018-08-06",7770,7710,8019,4230,3399,4475
"2018-08-07",7750,7910,7932,4230,3443,4570
"2018-08-08",7830,8160,7884,4210,3436,4595
"2018-08-09",7850,8370,7942,4225,3421,4500
"2018-08-10",7330,8210,7894,4105,3428,4470
"2018-08-13",6900,7950,7354,3955,3340,4295
"2018-08-14",6850,7860,7200,3980,3362,4300
"2018-08-16",6750,7660,7402,3980,3399,4235
"2018-08-17",6770,8160,7450,3950,3399,4260
"2018-08-20",6810,8340,7556,3970,3399,4220
"2018-08-21",6660,8530,7614,3920,3384,4210
"2018-08-22",6610,8400,7826,3870,3384,4225
"2018-08-23",6420,8950,8019,3865,3421,4180
"2018-08-24",6510,9020,8019,3865,3443,4270
"2018-08-27",6460,8790,7855,3800,3487,4280
"2018-08-28",6400,9180,7884,3765,3487,4200
"2018-08-29",6570,9180,8221,3810,3824,4300
"2018-08-30",6560,8620,8327,3835,3714,4275
"2018-08-31",6500,8790,8327,3790,3670,4310
"2018-09-03",6710,8780,8058,4050,4542,4335
"2018-09-04",6600,8930,8048,4020,4395,4400
"2018-09-05",6570,8790,8028,4080,4476,4390
"2018-09-06",6590,9050,7990,3910,4359,4315
"2018-09-07",6610,9120,7952,4000,4110,4235
"2018-09-10",6750,8880,7932,3970,4263,4350
"2018-09-11",6830,9160,8067,4000,4066,4405
"2018-09-12",6620,8970,7990,3920,3941,4305
"2018-09-13",6670,9040,7855,3935,3941,4310
"2018-09-14",6710,9000,7750,3960,3831,4320
"2018-09-17",6650,8750,7720,3925,3758,4305
"2018-09-18",6680,8600,7720,3930,3773,4205
"2018-09-19",6600,8420,7518,3920,3663,3920
"2018-09-20",6490,8480,7364,3850,3685,4110
"2018-09-21",6540,8430,7384,3795,3758,4190
"2018-09-27",6500,8260,7432,3785,3882,4140
"2018-09-28",6450,8320,7364,3845,4000,4160
"2018-10-01",6390,8300,7172,3770,3970,4210
"2018-10-02",6300,7800,6989,3720,3853,4300
"2018-10-04",6190,7700,6844,3740,3802,4300
"2018-10-05",6050,7600,6738,3620,3809,4205
"2018-10-08",6120,7580,6767,3595,3802,4105
"2018-10-10",5780,7570,6209,3525,3472,3990
"2018-10-11",5430,7000,5930,3370,3516,3580
"2018-10-12",5480,7210,6084,3255,3619,3700
"2018-10-15",5350,7110,6180,3185,3560,3695
"2018-10-16",5330,7230,6315,3180,3567,3600
"2018-10-17",5370,7280,6296,3215,3502,3605
"2018-10-18",5380,7270,6180,3220,3560,3590
"2018-10-19",5420,7330,6017,3200,3545,3640
"2018-10-22",5310,7550,6045,3195,3597,3670
"2018-10-23",5180,7240,5863,3160,3531,3640
"2018-10-24",5150,6910,5593,3125,3531,3635
"2018-10-25",5000,6640,5535,3025,3450,3570
"2018-10-26",4850,5960,5237,3030,3392,3370
"2018-10-29",4485,5200,4909,2890,3370,2960
"2018-10-30",4500,5410,5035,2920,3428,2905
"2018-10-31",4490,5630,5459,2950,3428,3040
"2018-11-01",4620,5650,5573,3020,3428,3015
"2018-11-02",4860,6080,5767,3050,3531,3380
"2018-11-05",4795,6100,5669,3030,3619,3375
"2018-11-06",4830,6130,5583,3040,3685,3415
"2018-11-07",4850,6070,5651,3010,3692,3700
"2018-11-08",4865,6110,5969,3030,3714,4100
"2018-11-09",4805,6110,6045,2940,3611,4075
"2018-11-12",4820,5810,5978,2905,3655,3880
"2018-11-13",4660,5920,5824,2895,3604,3880
"2018-11-14",4535,5850,6035,2880,3663,3880
"2018-11-15",4465,5770,5891,2895,3611,3870
"2018-11-16",4675,6240,5815,2905,3663,3785
"2018-11-19",4930,6230,5805,2960,3641,3785
"2018-11-20",4900,5990,5613,2910,3560,3530
"2018-11-21",5140,5930,5651,3025,3516,3390
"2018-11-22",5120,6050,5621,2965,3516,3340
"2018-11-23",4960,5840,5583,2975,3465,3980
"2018-11-26",4985,5920,5709,2935,3458,4005
"2018-11-27",5190,5890,5997,2940,3472,3850
"2018-11-28",5210,5930,6026,2975,3465,3680
"2018-11-29",5100,6000,5921,2950,3458,3585
"2018-11-30",5070,5840,5997,2960,3560,3715
"2018-12-03",5010,5850,6084,2940,3531,3695
"2018-12-04",4940,5720,6093,2975,3494,3655
"2018-12-05",4940,5470,6305,2950,3472,3545
"2018-12-06",4810,5200,6267,2930,3487,3530
"2018-12-07",4875,5210,6315,2930,3516,3560
"2018-12-10",4795,5030,6247,2850,3516,3440
"2018-12-11",4640,5350,6219,2860,3487,3440
"2018-12-12",4790,5480,6286,2900,3421,3440
"2018-12-13",4905,5110,6536,2900,3399,3425
"2018-12-14",4895,5220,6594,2870,3428,3375
"2018-12-17",4860,5050,6710,2880,3465,3140
"2018-12-18",5030,4775,6719,2905,3458,3130
"2018-12-19",5850,4900,7855,3025,3443,3060
"2018-12-20",5620,4455,7846,2945,3443,2910
"2018-12-21",5500,4425,7759,2900,3465,2945
"2018-12-24",5300,4410,7518,2880,3406,2900
"2018-12-26",5200,4210,7326,2870,3340,2740
"2018-12-27",5320,4415,7702,2900,3348,2735
"2018-12-28",5400,4615,7692,2900,3443,2890
"2019-01-02",5330,4570,7432,2835,3480,2845
"2019-01-03",5700,4430,7508,2925,3524,2830
"2019-01-04",5730,4475,7682,3005,3443,2900
"2019-01-07",6070,4470,7662,3175,3443,2860
"2019-01-08",6220,4390,7644,3110,3545,2910
"2019-01-09",6240,4615,7720,3050,3465,3000
"2019-01-10",6220,4565,7807,3055,3538,3080
"2019-01-11",6170,4625,7778,3115,3480,3075
"2019-01-14",6220,4455,7730,3080,3545,3060
"2019-01-15",6180,4635,7653,3055,3509,3035
"2019-01-16",6300,4690,8125,3120,3626,3005
"2019-01-17",6500,4730,8144,3145,3611,2930
"2019-01-18",6930,4700,8192,3290,3589,2930
"2019-01-21",6820,4835,8106,3310,3494,3390
"2019-01-22",6660,4830,7961,3335,3480,3290
"2019-01-23",6660,4705,8230,3370,3502,3290
"2019-01-24",6700,4870,8240,3395,3545,3345
"2019-01-25",6730,4975,8279,3415,3604,3260
"2019-01-28",6740,4955,8269,3440,3663,3300
"2019-01-29",6730,4905,8125,3445,3736,3280
"2019-01-30",6730,4855,8096,3535,3670,3260
"2019-01-31",6740,4905,8019,3515,3611,3365
"2019-02-01",6580,4845,7922,3480,3663,3270
"2019-02-07",6580,4995,7970,3480,3648,3290
"2019-02-08",6580,4915,7836,3485,3721,3290
"2019-02-11",6610,5080,7874,3495,3729,3240
"2019-02-12",6690,5020,8230,3535,3670,3275
"2019-02-13",6780,5070,8317,3505,3663,3285
"2019-02-14",6820,5210,8279,3570,3670,3290
"2019-02-15",6690,5160,8269,3575,3633,3270
"2019-02-18",6570,5150,8298,3570,3743,3275
"2019-02-19",6670,5150,8317,3510,3765,3335
"2019-02-20",6620,5140,8423,3575,3780,3410
"2019-02-21",6620,5170,8394,3575,3765,3335
"2019-02-22",6570,5080,8394,3540,3765,3260
"2019-02-25",6630,5050,8519,3530,3780,3360
"2019-02-26",6650,4720,8471,3555,3795,3360
"2019-02-27",6640,4805,8240,3575,3787,3350
"2019-02-28",6350,4660,8317,3575,3780,3300
"2019-03-04",6560,4830,8953,3605,3809,3310
"2019-03-05",6560,4900,8895,3600,3817,3310
"2019-03-06",6550,4800,9087,3590,3699,3245
"2019-03-07",6630,4715,9165,3600,3751,3175
"2019-03-08",6730,4610,9068,3485,3677,3090
"2019-03-11",6950,4490,9425,3630,3773,2975
"2019-03-12",6980,4500,9271,3640,4263,3045
"2019-03-13",6950,4500,9271,3620,4014,3045
"2019-03-14",6710,4565,9261,3620,4036,3015
"2019-03-15",6580,4340,9261,3610,3846,3035
"2019-03-18",6740,4450,9183,3605,3795,3040
"2019-03-19",6860,5120,9241,3615,3736,3155
"2019-03-20",6820,5180,9107,3605,3736,3025
"2019-03-21",6760,5070,8712,3610,3758,3040
"2019-03-22",6800,5460,8596,3600,3758,3190
"2019-03-25",6760,4930,8558,3500,3802,3125
"2019-03-26",6770,5010,8558,3500,3751,3125
"2019-03-27",6750,4850,8635,3430,3729,2945
"2019-03-28",6890,4580,8721,3415,3743,3030
"2019-03-29",6860,4535,9174,3415,3773,3030
"2019-04-01",6890,5020,9299,3515,3875,3055
"2019-04-02",6880,5320,9289,3515,4014,3120
"2019-04-03",6930,5980,9117,3490,4058,3205
"2019-04-04",7440,6320,9531,3510,4102,3255
"2019-04-05",7210,6030,9453,3500,4095,3250
"2019-04-08",7170,5980,9675,3560,4051,3245
"2019-04-09",7170,6540,10348,3540,4051,3300
"2019-04-10",7010,6510,10108,3555,4080,3290
"2019-04-11",7280,6440,10156,3645,4197,3250
"2019-04-12",7520,6700,10397,3720,4249,3315
"2019-04-15",7370,6750,10108,3930,4300,3340
"2019-04-16",7520,6410,10059,3950,4300,3280
"2019-04-17",7590,6790,10011,4020,4300,3275
"2019-04-18",7430,6910,9597,3880,4300,3275
"2019-04-19",7370,6960,9549,3840,4300,3310
"2019-04-22",7310,6610,9491,3890,4300,3230
"2019-04-23",7250,6720,9482,3975,4300,3220
"2019-04-24",7300,6340,10059,3975,4300,3075
"2019-04-25",7350,6250,10108,3985,4300,3160
"2019-04-26",7220,5920,9588,3975,4300,3025
"2019-04-29",7030,5930,9289,3950,4300,3010
"2019-04-30",6890,5760,9819,3960,4300,3080
"2019-05-02",6660,5840,10734,3880,4300,3065
"2019-05-03",6750,5840,10493,3835,4300,3050
"2019-05-07",6750,5600,10156,3835,4300,3025
"2019-05-08",7050,5460,10252,3900,4300,3055
"2019-05-09",6970,5300,10108,3800,4300,2975
"2019-05-10",7000,5250,10011,3800,4300,2980
"2019-05-13",7000,5220,10252,3680,4300,3000
"2019-05-14",6880,5120,10204,3680,4300,2940
"2019-05-15",6790,5310,10926,3670,4300,3000
"2019-05-16",6490,5050,10541,3665,4300,2905
"2019-05-17",6120,5060,10445,3510,4300,2875
"2019-05-20",6000,4875,10348,3425,4300,2800
"2019-05-21",5950,5100,10782,3455,4300,2815
"2019-05-22",5940,5110,10445,3415,4300,2860
"2019-05-23",5710,5010,10397,3235,4300,2840
"2019-05-24",5480,4900,10589,3220,4300,2955
"2019-05-27",5450,4785,9867,3155,4300,2795
"2019-05-28",5620,4900,10348,3180,4300,2820
"2019-05-29",5580,4690,11262,3180,4300,2815
"2019-05-30",5550,4640,11456,3195,4300,2825
"2019-05-31",5600,4870,11648,3240,4300,2865
"2019-06-03",6470,4975,11408,3270,4300,2830
"2019-06-04",6780,5060,12033,3365,4300,2800
"2019-06-05",6770,5150,12129,3380,4300,2820
"2019-06-07",7050,5130,12707,3410,4300,2805
"2019-06-10",7470,5170,12947,3635,4300,2855
"2019-06-11",7750,5270,12947,3670,4300,2870
"2019-06-12",7620,5170,13091,3690,4300,2885
"2019-06-13",7950,5260,13141,3700,4300,2830
"2019-06-14",8000,5350,13189,3690,3710,2920
"2019-06-17",8060,5200,13237,3740,4820,2860
"2019-06-18",8140,5100,12707,3690,4260,2795
"2019-06-19",7650,5000,12611,3660,4250,2825
"2019-06-20",7970,5110,12611,3735,4090,2810
"2019-06-21",7960,5010,12514,3710,4075,2845
"2019-06-24",7820,4830,12418,3535,4130,2760
"2019-06-25",7030,4920,11985,3435,4020,2715
"2019-06-26",7160,4810,11888,3435,4040,2740
"2019-06-27",7160,4720,11888,3450,4060,2715
"2019-06-28",7120,4775,11888,3460,4125,2660
"2019-07-01",6950,4945,11408,3495,4140,2680
"2019-07-02",7080,4845,11648,3625,4270,2745
"2019-07-03",6740,4680,11360,3720,4160,2700
"2019-07-04",6810,4595,11744,3765,4145,2640
"2019-07-05",6940,4600,11744,3765,4120,2680
"2019-07-08",6230,4685,12129,3600,3870,2650
"2019-07-09",6150,4625,10974,3600,3600,2510
"2019-07-10",6120,4700,10493,3790,3695,2535
"2019-07-11",6080,4770,10445,3785,3800,2565
"2019-07-12",5970,5050,10589,3770,3845,2585
"2019-07-15",5750,4980,9963,3795,3795,2550
"2019-07-16",5720,5110,9675,3805,3730,2550
"2019-07-17",5680,4985,9627,3725,3685,2560
"2019-07-18",5570,4655,9675,3665,3660,2560
"2019-07-19",5650,4630,9867,3675,3735,2570
"2019-07-22",5620,4600,10059,3660,3845,2600
"2019-07-23",5490,4885,9963,3620,3835,2595
"2019-07-24",5650,4610,9771,3600,3910,2595
"2019-07-25",5510,4540,9627,3555,3910,2500
"2019-07-26",5420,4450,9511,3460,3825,2480
"2019-07-29",5030,3860,8943,3250,3755,2375
"2019-07-30",5150,4040,9443,3370,3800,2475
"2019-07-31",5220,4925,9675,3330,3655,2520
"2019-08-01",5030,4845,10011,3305,3655,2480
"2019-08-02",5070,5030,9915,3350,3590,2485
"2019-08-05",4830,3900,9049,3175,3245,2410
"2019-08-06",4610,3460,8539,2965,3175,2300
"2019-08-07",4760,3825,8885,3055,3060,2330
"2019-08-08",4875,4080,9309,3170,3280,2300
"2019-08-09",5050,4140,9241,3150,3440,2325
"2019-08-12",5120,4155,9241,3155,3210,2280
"2019-08-13",5030,4170,9271,3050,3075,2250
"2019-08-14",5370,4305,9867,3250,3050,2250
"2019-08-16",5370,4270,9491,3230,3045,2250
"2019-08-19",5350,4340,10059,3240,3025,2280
"2019-08-20",5400,4405,10108,3290,2985,2300
"2019-08-21",5530,4540,9963,3320,2960,2320
"2019-08-22",5400,4520,9771,3300,2950,2300
"2019-08-23",5300,4450,9771,3300,3040,2275
"2019-08-26",5160,4400,9097,3265,3025,2180
"2019-08-27",5160,4380,9203,3300,2955,2205
"2019-08-28",5210,4595,9675,3390,2920,2160
"2019-08-29",5320,4560,9319,3275,2950,2120
"2019-08-30",5710,4625,9463,3585,3000,2145
"2019-09-02",5840,4640,9867,3695,3090,2115
"2019-09-03",5690,4815,9723,3580,3285,2150
"2019-09-04",5620,4860,10108,3570,3370,2120
"2019-09-05",5610,4875,9915,3505,3370,2170
"2019-09-06",5570,4855,9771,3460,3220,2180
"2019-09-09",5540,4810,9453,3690,3165,2200
"2019-09-10",5510,4755,9289,3450,3200,2130
"2019-09-11",5570,4915,9491,3530,3210,2145
"2019-09-16",5530,4825,9607,3530,3215,2205
"2019-09-17",5480,4900,9559,3505,3155,2240
"2019-09-18",5500,4865,9491,3535,3075,2325
"2019-09-19",5470,4870,9617,3520,3100,2350
"2019-09-20",5640,4870,9723,3515,3080,2475
"2019-09-23",5540,4790,9723,3435,3090,2890
"2019-09-24",5480,4880,9617,3440,3020,2925
"2019-09-25",5340,4700,9241,3400,2965,2930
"2019-09-26",5300,4655,9251,3395,2955,2750
"2019-09-27",5320,4610,9193,3310,2955,2720
"2019-09-30",5310,4575,9319,3395,2970,2800
"2019-10-01",5330,4710,9367,3355,2960,2755
"2019-10-02",5260,4600,9241,3425,2605,2675
"2019-10-04",5130,4520,9155,3425,2505,2565
"2019-10-07",5070,4625,9125,3300,2375,2600
"2019-10-08",5130,4850,9415,3305,2850,2540
"2019-10-10",5150,4800,9771,3270,2685,2410
"2019-10-11",5130,4815,9627,3370,2525,2460
"2019-10-14",5280,4900,9347,3395,2460,2545
"2019-10-15",5290,4950,9675,3295,2430,2540
"2019-10-16",5380,4965,9607,3360,2390,2670
"2019-10-17",5360,4915,9385,3270,2530,2800
"2019-10-18",5350,4850,9357,3320,2455,2870
"2019-10-21",5300,4830,9183,3280,2420,2850
"2019-10-22",5290,4685,9183,3430,2440,2850
"2019-10-23",5200,4915,8856,3350,2405,2750
"2019-10-24",5180,4740,8953,3300,2410,2715
"2019-10-25",5190,4575,8751,3300,2340,2745
"2019-10-28",5160,4570,8866,3330,2355,2695
"2019-10-29",5240,4680,8847,3360,2425,2700
"2019-10-30",5200,4680,8596,3360,2430,2575
"2019-10-31",4995,4715,8519,3280,2465,2600
"2019-11-01",4945,4740,8664,3320,2520,2515
"2019-11-04",5040,4865,8625,3260,2490,2495
"2019-11-05",5120,4900,8587,3285,2470,2510
"2019-11-06",5250,4850,8625,3315,2455,2570
"2019-11-07",5170,4910,8587,3315,2545,2560
"2019-11-08",5280,4930,8548,3310,2605,2490
"2019-11-11",5240,4900,7740,3335,2560,2435
"2019-11-12",5200,4880,7846,3275,2590,2480
"2019-11-13",5110,4760,7961,3250,2575,2470
"2019-11-14",5050,4920,7932,3290,2650,2400
"2019-11-15",5000,4900,8009,3250,2650,2420
"2019-11-18",4935,4910,8038,3210,2710,2460
"2019-11-19",4910,4810,7894,3250,2800,2450
"2019-11-20",4820,4650,7798,3255,2635,2460
"2019-11-21",4610,4465,7422,3080,2625,2305
"2019-11-22",4600,4415,7518,2990,2540,2260
"2019-11-25",4670,4425,7702,3035,2555,2300
"2019-11-26",4685,4375,7846,3105,2535,2295
"2019-11-27",4720,4270,7702,3090,2530,2250
"2019-11-28",4710,4135,7720,3050,2510,2260
"2019-11-29",4665,4150,7566,3020,2485,2220
"2019-12-02",4600,4230,7836,3020,2465,2220
"2019-12-03",4590,4115,7788,3025,2415,2275
"2019-12-04",4550,4100,7692,3020,2385,2260
"2019-12-05",4460,3955,7498,3020,2375,2220
"2019-12-06",4525,3945,7884,3090,2330,2235
"2019-12-09",4580,3875,7855,3110,2195,2240
"2019-12-10",4575,3800,7913,3070,2240,2230
"2019-12-11",4595,3850,7990,3050,2230,2190
"2019-12-12",4710,3860,7990,3095,2305,2245
"2019-12-13",4845,3975,8000,3120,2265,2190
"2019-12-16",4920,4395,8086,3060,2245,2240
"2019-12-17",4990,4435,8058,3075,2305,2215
"2019-12-18",5040,4530,8173,3140,2295,2310
"2019-12-19",4960,4605,8019,3110,2315,2370
"2019-12-20",5080,4600,7980,3170,2295,2305
"2019-12-23",5090,4575,7913,3110,2255,2230
"2019-12-24",5030,4380,7922,3140,2200,2245
"2019-12-26",5090,4370,8134,3125,2220,2220
"2019-12-27",5190,4435,8183,3150,2325,2260
"2019-12-30",5200,4665,8095,3140,2400,2330
"2020-01-02",5470,4815,8262,3675,2430,2390
"2020-01-03",5410,4925,8134,3535,2420,3105
"2020-01-06",5260,4845,7840,3410,2390,3280
"2020-01-07",5330,4915,7869,3400,2410,3200
"2020-01-08",5220,4600,7359,3265,2255,2890
"2020-01-09",5250,4890,7604,3250,2375,3400
"2020-01-10",5220,4835,7712,3265,2400,3270
"2020-01-13",5200,4800,7850,3265,2420,3370
"2020-01-14",5130,4710,7889,3310,2430,3550
"2020-01-15",5090,4665,7938,3310,2425,3515
"2020-01-16",5130,4655,7987,3265,2400,3205
"2020-01-17",5190,4600,8085,3280,2415,3040
"2020-01-20",5130,4540,7987,3255,2495,2645
"2020-01-21",5100,4380,8223,3205,2445,2680
"2020-01-22",5000,4370,8183,3210,2490,2685
"2020-01-23",4945,4360,8026,3175,2660,2680
"2020-01-28",4755,4195,7487,3145,2745,2590
"2020-01-29",4720,4210,7497,3105,2700,2600
"2020-01-30",4655,4150,7281,3105,2670,2515
"2020-01-31",4590,3920,7006,3025,2500,2485
"2020-02-03",4525,3940,6790,3080,2610,2495
"2020-02-04",4635,4150,7232,3065,2635,2555
"2020-02-05",4705,4195,7261,3145,2750,2515
"2020-02-06",4760,4500,7320,3120,2670,2585
"2020-02-07",4795,4495,7359,3170,2645,2610
"2020-02-10",4810,4540,7369,3215,2600,2585
"2020-02-11",5000,4505,7565,3230,2670,2555
"2020-02-12",5160,4470,7595,3235,2700,2600
"2020-02-13",5170,4450,7526,3260,2675,2600
"2020-02-14",5190,4720,7614,3255,2660,2505
"2020-02-17",5280,4800,7742,3205,2740,2475
"2020-02-18",5120,4695,7555,3185,2630,2450
"2020-02-19",5120,4750,7634,3140,2555,2470
"2020-02-20",5030,4655,7261,3140,2475,2380
"2020-02-21",5000,4640,6937,3130,2430,2380
"2020-02-24",4755,4375,6525,3130,2340,2235
"2020-02-25",4845,4510,6741,3175,2345,2260
"2020-02-26",4745,4625,6662,3190,2330,2220
"2020-02-27",4535,4450,6437,3120,2265,2165
"2020-02-28",4330,4105,5946,3030,2100,2070
"2020-03-02",4340,4260,6133,3075,2160,2070
"2020-03-03",4335,4225,6133,3050,2150,2075
"2020-03-04",4435,4255,6280,3050,2240,2080
"2020-03-05",4520,4390,6447,3090,2275,2090
"2020-03-06",4435,4335,6250,3060,2170,2090
"2020-03-09",4180,4030,5946,2925,2080,2060
"2020-03-10",4130,4000,5976,2920,2135,1960
"2020-03-11",3975,3915,5603,2925,2060,1780
"2020-03-12",3650,3495,5063,2840,1880,1610
"2020-03-13",3350,2960,4592,2630,1695,1435
"2020-03-16",3170,2780,4401,2545,1550,1375
"2020-03-17",3120,2880,4435,2540,1620,1370
"2020-03-18",2900,2615,4214,2490,1500,1345
"2020-03-19",2250,1985,3434,2140,1310,1110
"2020-03-20",2450,2310,3694,2160,1380,1145
"2020-03-23",2280,2060,3454,1985,1200,1035
"2020-03-24",2385,2250,3945,2035,1235,1145
"2020-03-25",2520,2400,4327,2055,1335,1215
"2020-03-26",2600,2475,4366,2165,1400,1235
"2020-03-27",2675,2550,4425,2165,1395,1300
"2020-03-30",2700,2625,4514,2250,1450,1395
"2020-03-31",2850,2870,4779,2305,1535,1480
"2020-04-01",2870,2770,4955,2305,1530,1475
"2020-04-02",2920,2875,5093,2280,1580,1535
"2020-04-03",2960,3010,5191,2290,1610,1615
"2020-04-06",3085,3140,5299,2335,1720,1700
"2020-04-07",3150,3350,5456,2420,1735,1770
"2020-04-08",3245,3610,5573,2385,1730,1855
"2020-04-09",3380,3555,5583,2470,1820,1875
"2020-04-10",3410,3370,5505,2435,1880,1865
"2020-04-13",3320,3435,5200,2470,1755,1755
"2020-04-14",3275,3480,5436,2490,1720,1770
"2020-04-16",3265,3500,5632,2485,1740,1865
"2020-04-17",3365,3540,5917,2525,1780,1800
"2020-04-20",3450,3890,5936,2560,1825,1845
"2020-04-21",3405,3710,5809,2520,1700,1840
"2020-04-22",3320,3710,5760,2570,1685,1855
"2020-04-23",3410,3650,5848,2595,1735,1795
"2020-04-24",3315,3550,5613,2590,1675,1725
"2020-04-27",3360,3640,5789,2705,1715,1750
"2020-04-28",3375,3585,5760,2690,1775,1735
"2020-04-29",3410,3580,5799,2790,2305,1760
"2020-05-04",3340,3700,5740,2750,2275,1780
"2020-05-06",3400,3740,5828,2770,2330,1780
"2020-05-07",3600,3755,6133,2770,2300,1790
"2020-05-08",3605,3795,6270,2740,2310,1815
"2020-05-11",3540,3700,6201,2745,2325,1850
"2020-05-12",3450,3710,5936,2725,2240,1790
"2020-05-13",3420,3690,5907,2700,2265,1790
"2020-05-14",3300,3665,5819,2575,2245,1730
"2020-05-15",2950,3610,5730,2525,2235,1780
"2020-05-18",2940,3600,5701,2445,2065,1765
"2020-05-19",2980,3640,5848,2485,2140,1810
"2020-05-20",3170,3745,6142,2500,2200,1890
"2020-05-21",3375,3795,6358,2550,2260,1900
"2020-05-22",3325,3655,6015,2470,2185,1805
"2020-05-25",3260,3595,6103,2470,2230,1765
"2020-05-26",3430,3620,6201,2615,2295,1780
"2020-05-27",3400,3640,6162,2675,2180,1895
"2020-05-28",3255,3565,5985,2660,2085,1825
"2020-05-29",3185,3635,5946,2740,2030,1850
"2020-06-01",3365,3640,5985,2710,2110,1870
"2020-06-02",3615,4250,6123,2740,2120,1940
"2020-06-03",3475,4065,6123,2725,2150,1870
"2020-06-04",3545,4105,6123,2750,2145,1865
"2020-06-05",3700,4095,6201,2820,2125,1855
"2020-06-08",3720,4045,6152,2800,2130,1820
"2020-06-09",3720,4000,6221,2800,2100,1820
"2020-06-10",3660,3960,6201,2840,2130,1800
