"","004170","069960","037710","067830","019010","006370"
"2020-06-15",216000,58300,134500,2335,1355,4890
"2020-06-16",222000,60400,136500,2350,1420,4880
"2020-06-17",216500,58900,135000,2350,1420,4835
"2020-06-18",217500,58600,135000,2350,1435,4770
"2020-06-19",220500,59200,137500,2320,1475,4735
"2020-06-22",216500,58700,137000,2315,1455,4730
"2020-06-23",212000,58000,134000,2290,1440,4615
"2020-06-24",209500,58100,133500,2205,1440,4610
"2020-06-25",206000,56300,131500,2080,1435,4630
"2020-06-26",214000,56500,133500,2120,1460,4615
"2020-06-29",206500,54600,131500,2080,1430,4615
"2020-06-30",220500,56300,136500,2130,1425,4620
"2020-07-01",214000,57200,136500,2160,1440,4625
"2020-07-02",215500,59300,137500,2180,1420,4630
"2020-07-03",221500,61100,140000,2180,1445,4645
"2020-07-06",221500,63000,139500,2155,1440,4660
"2020-07-07",218000,61800,143000,2180,1440,4640
"2020-07-08",217500,61400,143000,2195,1450,4750
"2020-07-09",211000,60700,141000,2210,1460,4800
"2020-07-10",207500,58700,135500,2175,1470,4685
"2020-07-13",210000,59500,139500,2140,1535,4800
"2020-07-14",208500,59900,138500,2100,1520,4705
"2020-07-15",210000,59800,139000,2130,1485,4770
"2020-07-16",217000,61200,138000,2155,1485,4780
"2020-07-17",215500,60500,138500,2200,1465,4725
"2020-07-20",214500,60400,136500,2180,1465,4725
"2020-07-21",216000,60800,139000,2235,1470,4720
"2020-07-22",213500,60800,138500,2200,1560,4820
"2020-07-23",209500,59700,138000,2155,1600,4810
"2020-07-24",208000,59800,136000,2175,1570,4900
"2020-07-27",209000,59500,135000,2175,1590,4895
"2020-07-28",209500,59600,135000,2185,1610,4900
"2020-07-29",208500,59300,137000,2195,1565,4900
"2020-07-30",213500,60900,139500,2205,1535,5030
"2020-07-31",209000,59700,138000,2210,1545,5410
"2020-08-03",206000,58500,138500,2185,1640,5250
"2020-08-04",206500,59400,137500,2205,1645,5190
"2020-08-05",205000,58900,138500,2230,1670,5230
"2020-08-06",206000,59600,139000,2245,1670,5580
"2020-08-07",207000,60200,139000,2225,1665,5600
"2020-08-10",209000,61600,138000,2200,1670,5600
"2020-08-11",212000,62500,139000,2255,1650,5610
"2020-08-12",220500,64800,149000,2185,1640,5660
"2020-08-13",222500,62700,149000,2200,1705,5780
"2020-08-14",230000,63400,149000,2370,1645,5810
"2020-08-18",210000,59900,146500,2315,1550,5750
"2020-08-19",211500,60300,146000,2505,1530,5850
"2020-08-20",205000,58300,142500,2385,1435,5810
"2020-08-21",206000,57700,143000,2435,1440,5620
"2020-08-24",205500,56500,144000,2485,1445,5660
"2020-08-25",207000,57400,145000,2585,1460,5840
"2020-08-26",204500,56600,145500,2475,1420,5840
"2020-08-27",200500,54600,141000,2455,1375,5820
"2020-08-28",205500,55700,141000,2510,1390,5820
"2020-08-31",203000,53700,144500,2485,1410,6050
"2020-09-01",204000,54900,143500,2480,1425,6280
"2020-09-02",213500,56500,146500,2505,1450,6360
"2020-09-03",213500,56500,146500,2510,1465,6450
"2020-09-04",207500,55800,146000,2505,1445,6190
"2020-09-07",214500,56300,149000,2555,1460,6300
"2020-09-08",211500,56400,148000,2505,1440,6310
"2020-09-09",207000,56000,147500,2450,1445,6340
"2020-09-10",206000,56400,152000,2450,1450,6410
"2020-09-11",209000,56300,152000,2450,1440,6490
"2020-09-14",215500,57200,154000,2460,1460,6490
"2020-09-15",216500,57400,154000,2660,1455,6530
"2020-09-16",218000,57700,154000,2600,1450,6970
"2020-09-17",218500,57000,153000,2550,1440,6990
"2020-09-18",215500,56800,153500,2650,1480,7650
"2020-09-21",211500,57200,149500,2490,1510,8120
"2020-09-22",208500,55700,150000,2375,1485,7360
"2020-09-23",207500,54800,146000,2420,1500,7290
"2020-09-24",202500,53300,143500,2410,1400,7210
"2020-09-25",204000,53900,144500,2460,1420,7250
"2020-09-28",208500,55600,149000,2535,1500,7350
"2020-09-29",212500,56300,157000,2880,1510,7570
"2020-10-05",213000,56900,160000,2940,1540,8020
"2020-10-06",210000,57000,156000,3010,1560,8070
"2020-10-07",208000,57000,167000,3085,1525,8100
"2020-10-08",208000,57100,177000,3225,1530,8120
"2020-10-12",219500,59100,176000,3425,1530,8230
"2020-10-13",218500,60800,169500,3290,1535,8220
"2020-10-14",214500,59400,166000,3320,1520,8120
"2020-10-15",211500,59100,162500,3330,1505,7950
"2020-10-16",215000,61900,164000,3190,1505,8130
"2020-10-19",225000,66400,162000,3055,1490,8150
"2020-10-20",220000,65900,161000,3005,1505,8120
"2020-10-21",225500,67500,161000,2930,1500,8010
"2020-10-22",223000,67800,159500,2950,1480,8150
"2020-10-23",223500,66300,157000,2870,1500,8210
"2020-10-26",218000,64500,155000,2735,1490,8920
"2020-10-27",212000,61300,154000,2800,1485,9190
"2020-10-28",213000,62400,155500,2825,1480,9570
"2020-10-29",210500,61000,154000,2795,1480,8900
"2020-10-30",207500,59200,154000,2700,1480,8900
"2020-11-02",209000,61500,154000,2795,1505,8810
"2020-11-03",211000,62100,156500,2790,1510,8970
"2020-11-04",212000,60900,155000,2770,1510,9110
"2020-11-05",213500,61600,156000,2760,1530,9090
"2020-11-06",213000,62700,156000,2860,1520,9130
"2020-11-09",216000,63500,157000,2895,1555,9400
"2020-11-10",228000,66600,158000,2955,1560,9480
"2020-11-11",231500,68600,160000,3020,1555,9570
"2020-11-12",229000,70500,159000,3020,1570,9490
"2020-11-13",230000,69900,158500,3030,1550,9320
"2020-11-16",237000,70200,158500,2920,1550,9360
"2020-11-17",237000,72400,158500,2945,1540,9640
"2020-11-18",229500,70400,158000,2975,1535,10050
"2020-11-19",229000,71300,155500,2935,1540,11150
"2020-11-20",232000,71900,154000,2940,1545,10650
"2020-11-23",233500,71400,154500,2920,1560,12050
"2020-11-24",236000,71800,156500,2910,1565,12150
"2020-11-25",233500,71400,154000,2910,1540,12100
"2020-11-26",230500,70700,150500,2905,1550,11000
"2020-11-27",230500,70900,151500,2880,1550,11300
"2020-11-30",230500,70900,150000,2850,1550,11150
"2020-12-01",231000,71300,149500,2855,1560,11250
"2020-12-02",235000,75200,153500,2885,1540,11300
"2020-12-03",238000,75200,153500,2880,1550,11250
"2020-12-04",235500,74600,148000,2840,1540,11100
"2020-12-07",231500,72100,149000,2805,1540,11150
"2020-12-08",233000,71700,149000,2775,1540,11200
"2020-12-09",245000,73100,151000,2820,1575,11250
"2020-12-10",243000,72700,156500,2950,1580,10800
"2020-12-11",253000,73300,160500,2950,1630,11100
"2020-12-14",243000,71000,156000,2895,1665,10900
"2020-12-15",240000,71000,155000,2885,1675,10250
"2020-12-16",240000,70800,155000,3170,1690,10200
"2020-12-17",238000,70300,155500,3150,1685,9810
"2020-12-18",240000,70600,157000,3115,1660,9820
"2020-12-21",238000,70400,156000,3005,1735,10150
"2020-12-22",233000,70100,153500,2960,1670,9820
"2020-12-23",231500,69700,153500,2820,1700,9730
"2020-12-24",236000,70500,154000,2855,1780,9540
"2020-12-28",233000,70700,153500,2850,1800,8510
"2020-12-29",234500,70800,152000,2905,1855,8740
"2020-12-30",239500,71400,153000,2945,1870,9140
"2021-01-04",238500,72000,153500,2930,1835,8890
"2021-01-05",239500,74000,153500,2935,1855,8680
"2021-01-06",237000,73000,154000,2910,1860,8760
"2021-01-07",240000,74700,154000,2985,1850,8980
"2021-01-08",247500,79000,156000,3020,1840,9070
"2021-01-11",243000,77700,156000,3075,1810,8890
"2021-01-12",255000,80400,157500,3190,1815,8620
"2021-01-13",254000,80500,159000,3190,1815,8960
"2021-01-14",254000,80000,158000,3155,1865,8570
"2021-01-15",247500,79000,158000,3145,1870,8560
"2021-01-18",239000,77100,155500,3095,1810,8500
"2021-01-19",243500,79600,157000,3100,1835,8590
"2021-01-20",243500,79700,157000,3190,1855,8500
"2021-01-21",249500,80600,156500,3235,1910,8380
"2021-01-22",251000,83100,158500,3220,1895,8300
