"","033180","012690","256150","053620","009770"
"2021-01-06",4080,4975,25000,8600,30500
"2021-01-07",4100,4980,25700,9140,30550
"2021-01-08",3995,4905,25250,8820,31250
"2021-01-11",3725,4660,24600,8740,31750
"2021-01-12",3790,4625,25200,8870,31450
"2021-01-13",4925,4725,25300,8720,30750
"2021-01-14",4680,4760,25500,8890,30250
"2021-01-15",4850,4705,25650,8900,30300
"2021-01-18",6300,4610,25000,8790,29850
"2021-01-19",8190,4630,25250,8850,30000
"2021-01-20",7480,4750,29450,8880,30000
"2021-01-21",5720,4810,29350,8870,29700
"2021-01-22",5660,4790,28900,8970,29750
