"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률","fics산업군"
"416","263720","디앤씨미디어",43100,1200,2.86,"KOSDAQ","디지털컨텐츠",529057284100,404,106.68,3383,12.74,0,0,"미디어"
"417","145720","덴티움",47750,2250,4.95,"KOSPI","의료정밀",528536632500,1714,27.86,18695,2.55,0,0,"의료 장비 및 서비스"
"418","030530","원익홀딩스",6800,400,6.25,"KOSDAQ","금융",525218270800,444,15.32,9949,0.68,0,0,"반도체 및 관련장비"
"419","059090","미코",16750,150,0.9,"KOSDAQ","반도체",524553100250,259,64.67,2955,5.67,40,0.24,"반도체 및 관련장비"
"420","009410","태영건설",13400,-250,-1.83,"KOSPI","건설업",521247913200,1326,10.11,14630,0.92,150,1.12,"건설"
"421","009970","영원무역홀딩스",38200,250,0.66,"KOSPI","기타금융",520879614400,10421,3.67,100896,0.38,1000,2.62,"섬유 및 의복"
"422","174900","앱클론",34000,1150,3.5,"KOSDAQ","제약",519454346000,179,189.94,2337,14.55,0,0,"바이오"
"423","027360","아주IB투자",4360,-15,-0.34,"KOSDAQ","금융",518905945000,137,31.82,1412,3.09,35,0.8,"창업투자 및 종금"
"424","034830","한국토지신탁",2055,45,2.24,"KOSPI","기타금융",518865367650,449,4.58,3476,0.59,110,5.35,"부동산"
"425","151910","나노스",3475,-55,-1.56,"KOSDAQ","IT부품",516473080825,NA,NA,336,10.34,0,0,"휴대폰 및 관련부품"
"426","001470","삼부토건",3705,-15,-0.4,"KOSPI","건설업",509609293440,61,60.74,1531,2.42,0,0,"건설"
"427","001720","신영증권",54200,-400,-0.73,"KOSPI","증권",508734045400,2324,23.32,69280,0.78,2500,4.61,"증권"
"428","030610","교보증권",7820,0,0,"KOSPI","증권",505588774720,2391,3.27,26692,0.29,400,5.12,"증권"
"429","009290","광동제약",9640,170,1.8,"KOSPI","의약품",505337003640,582,16.56,8069,1.19,80,0.83,"제약"
"430","039840","디오",32450,350,1.09,"KOSDAQ","의료·정밀기기",503740884900,1483,21.88,9174,3.54,0,0,"의료 장비 및 서비스"
"431","032190","다우데이타",13150,350,2.73,"KOSDAQ","유통",5.03645e+11,1782,7.38,15886,0.83,180,1.37,"증권"
"432","299030","하나기술",133800,-5000,-3.6,"KOSDAQ","기계·장비",503452738800,2149,62.26,5760,23.23,0,0,"전자 장비 및 기기"
"433","003070","코오롱글로벌",19900,450,2.31,"KOSPI","건설업",501687716200,1922,10.35,18259,1.09,350,1.76,"건설"
"434","033290","코웰패션",5660,-10,-0.18,"KOSDAQ","유통",500911324440,584,9.69,2695,2.1,100,1.77,"섬유 및 의복"
"435","232140","와이아이케이",6180,90,1.48,"KOSDAQ","반도체",499082320260,NA,NA,1580,3.91,0,0,"반도체 및 관련장비"
"436","206640","바디텍메드",21200,300,1.44,"KOSDAQ","제약",497915072000,507,41.81,3134,6.76,50,0.24,"의료 장비 및 서비스"
"437","036930","주성엔지니어링",10300,50,0.49,"KOSDAQ","반도체",496966883600,534,19.29,5033,2.05,70,0.68,"반도체 및 관련장비"
"438","053580","웹케시",73200,1700,2.38,"KOSDAQ","금융",495099546000,1406,52.06,8017,9.13,200,0.27,"IT 서비스"
"439","003060","에이프로젠제약",1235,0,0,"KOSPI","의약품",492241072245,NA,NA,968,1.28,0,0,"제약"
"440","123890","한국자산신탁",3970,30,0.76,"KOSPI","기타금융",492191675440,733,5.42,5339,0.74,200,5.04,"부동산"
"441","034120","SBS",26800,1150,4.48,"KOSPI","서비스업",489169197600,1114,24.06,31799,0.84,150,0.56,"미디어"
"442","078070","유비쿼스홀딩스",26150,500,1.95,"KOSDAQ","일반전기전자",488916822200,424,61.67,10715,2.44,130,0.5,"통신장비"
"443","068400","SK렌터카",10300,0,0,"KOSPI","서비스업",487044152000,740,13.92,9639,1.07,0,0,"호텔 및 레저"
"444","108230","톱텍",12800,900,7.56,"KOSDAQ","기계·장비",486697536000,105,121.9,9079,1.41,100,0.78,"디스플레이 및 관련부품"
"445","183300","코미코",48650,1200,2.53,"KOSDAQ","반도체",485902626650,2515,19.34,13185,3.69,400,0.82,"반도체 및 관련장비"
"446","298060","에스씨엠생명과학",40850,400,0.99,"KOSDAQ","제약",485078022750,NA,NA,1704,23.97,0,0,"개인생활용품"
"447","006730","서부T&D",8330,110,1.34,"KOSDAQ","숙박·음식",484309898520,1,8330,11369,0.73,0,0,"호텔 및 레저"
"448","089970","에이피티씨",20500,-50,-0.24,"KOSDAQ","기계·장비",483074197500,656,31.25,2561,8,0,0,"반도체 및 관련장비"
"449","041140","넥슨지티",13550,-50,-0.37,"KOSDAQ","디지털컨텐츠",479308513100,85,159.41,3040,4.46,0,0,"게임 소프트웨어"
"450","008350","남선알미늄",4335,70,1.64,"KOSPI","철강금속",477626355150,131,33.09,1621,2.67,0,0,"금속 및 광물"
"451","032620","유비케어",9090,170,1.91,"KOSDAQ","소프트웨어",474471993510,133,68.35,1965,4.63,40,0.44,"의료 장비 및 서비스"
"452","064550","바이오니아",18850,1100,6.2,"KOSDAQ","제약",473738916300,NA,NA,1355,13.91,0,0,"바이오"
"453","000020","동화약품",16900,350,2.11,"KOSPI","의약품",472041843000,341,49.56,10772,1.57,120,0.71,"제약"
"454","200230","텔콘RF제약",5390,170,3.26,"KOSDAQ","통신장비",471673574680,NA,NA,1337,4.03,0,0,"통신장비"
"455","122990","와이솔",16700,400,2.45,"KOSDAQ","반도체",470471414700,1228,13.6,12099,1.38,250,1.5,"휴대폰 및 관련부품"
"456","249420","일동제약",19750,1000,5.33,"KOSPI","의약품",470114878750,NA,NA,10643,1.86,0,0,"제약"
"457","321550","티움바이오",19750,800,4.22,"KOSDAQ","기타서비스",469732538500,NA,NA,3943,5.01,0,0,"제약"
"458","038500","삼표시멘트",4365,85,1.99,"KOSDAQ","비금속",468614060145,173,25.23,5916,0.74,50,1.15,"건축소재"
"459","322000","현대에너지솔루션",41700,50,0.12,"KOSPI","전기전자",4.6704e+11,2788,14.96,28380,1.47,0,0,"에너지 시설 및 서비스"
"460","027410","BGF",4870,-35,-0.71,"KOSPI","기타금융",466140772170,281,17.33,15699,0.31,110,2.26,"도소매"
"461","078590","OQP",5870,240,4.26,"KOSDAQ","운송장비·부품",462113619190,NA,NA,442,13.28,0,0,"자동차부품"
"462","089030","테크윙",23900,450,1.92,"KOSDAQ","반도체",461718985400,584,40.92,9076,2.63,230,0.96,"반도체 및 관련장비"
"463","010050","우리종금",527,-1,-0.19,"KOSPI","기타금융",460705194962,78,6.76,536,0.98,0,0,"창업투자 및 종금"
"464","175250","아이큐어",60800,1800,3.05,"KOSDAQ","제약",459008931200,NA,NA,15129,4.02,0,0,"개인생활용품"
"465","029960","코엔텍",9170,180,2,"KOSDAQ","기타서비스",4.585e+11,485,18.91,3056,3,540,5.89,"상업서비스"
"466","138250","엔에스쇼핑",13600,100,0.74,"KOSPI","유통업",458265600000,NA,NA,12609,1.08,150,1.1,"온라인쇼핑"
"467","272290","이녹스첨단소재",48200,1250,2.66,"KOSDAQ","IT부품",458020162600,3655,13.19,18500,2.61,0,0,"전자 장비 및 기기"
"468","013120","동원개발",5040,-20,-0.4,"KOSDAQ","건설",457672824000,933,5.4,8492,0.59,170,3.37,"건설"
"469","071320","지역난방공사",39450,100,0.25,"KOSPI","전기가스업",456781450800,NA,NA,132086,0.3,0,0,"전력"
"470","284620","카이노스메드",4335,70,1.64,"KOSDAQ","기타서비스",454926296715,NA,NA,NA,NA,0,0,"제약"
"471","100130","동국S&C",7960,10,0.13,"KOSDAQ","금속",454858280000,171,46.55,4582,1.74,100,1.26,"에너지 시설 및 서비스"
"472","339770","교촌에프앤비",18200,200,1.11,"KOSPI","유통업",454682228000,1411,12.9,3835,4.75,96,0.53,"식료품"
"473","060720","KH바텍",19100,200,1.06,"KOSDAQ","IT부품",452171547300,NA,NA,7998,2.39,0,0,"휴대폰 및 관련부품"
"474","001780","알루코",5400,-220,-3.91,"KOSPI","철강금속",449319328200,NA,NA,2755,1.96,0,0,"금속 및 광물"
"475","039560","다산네트웍스",12800,-50,-0.39,"KOSDAQ","통신장비",449152870400,51,250.98,5002,2.56,0,0,"통신장비"
"476","009680","모토닉",13600,150,1.12,"KOSPI","운수장비",4.488e+11,514,26.46,12362,1.1,300,2.21,"자동차부품"
"477","001530","DI동일",182000,12500,7.37,"KOSPI","유통업",448740838000,6765,26.9,195965,0.93,1500,0.82,"섬유 및 의복"
"478","025860","남해화학",9030,-40,-0.44,"KOSPI","화학",448599952290,335,26.96,8735,1.03,60,0.66,"화학"
"479","030520","한글과컴퓨터",18250,150,0.83,"KOSDAQ","소프트웨어",448502035500,864,21.12,9633,1.89,0,0,"일반 소프트웨어"
"480","104830","원익머트리얼즈",35500,1800,5.34,"KOSDAQ","반도체",4.47584e+11,2229,15.93,24386,1.46,150,0.42,"반도체 및 관련장비"
"481","347860","알체라",33450,-900,-2.62,"KOSDAQ","소프트웨어",447186159300,NA,NA,997,33.55,0,0,"일반 소프트웨어"
"482","060980","한라홀딩스",42700,250,0.59,"KOSPI","기타금융",447157389000,3921,10.89,84613,0.5,2000,4.68,"자동차부품"
"483","017390","서울가스",89300,-300,-0.33,"KOSPI","전기가스업",4.465e+11,7512,11.89,192791,0.46,1750,1.96,"가스"
"484","241840","에이스토리",47800,2000,4.37,"KOSDAQ","오락·문화",445411872000,NA,NA,4143,11.54,0,0,"미디어"
"485","014830","유니드",49900,100,0.2,"KOSPI","화학",443603165700,7600,6.57,79982,0.62,1200,2.4,"화학"
"486","080160","모두투어",23300,200,0.87,"KOSDAQ","기타서비스",4.4037e+11,101,230.69,6567,3.55,120,0.52,"호텔 및 레저"
"487","016710","대성홀딩스",27200,0,0,"KOSPI","서비스업",437633284800,837,32.5,26020,1.05,250,0.92,"가스"
"488","004700","조광피혁",65500,7800,13.52,"KOSPI","기타제조업",435518539000,4076,16.07,41361,1.58,0,0,"섬유 및 의복"
"489","089010","켐트로닉스",29300,1450,5.21,"KOSDAQ","화학",435344000100,1235,23.72,6618,4.43,300,1.02,"화학"
"490","044340","위닉스",24300,50,0.21,"KOSDAQ","일반전기전자",434324227500,2478,9.81,8541,2.85,500,2.06,"내구소비재"
"491","001430","세아베스틸",12050,300,2.55,"KOSPI","철강금속",432138533950,483,24.95,51512,0.23,300,2.49,"금속 및 광물"
"492","002780","진흥기업",2960,20,0.68,"KOSPI","건설업",430596365200,140,21.14,664,4.46,0,0,"건설"
"493","215000","골프존",68300,0,0,"KOSDAQ","소프트웨어",428610844500,2585,26.42,31877,2.14,2050,3,"호텔 및 레저"
"494","001500","현대차증권",14600,150,1.04,"KOSPI","증권",428321820600,2315,6.31,25525,0.57,600,4.11,"증권"
"495","097780","에스맥",1640,40,2.5,"KOSDAQ","IT부품",428278787280,NA,NA,950,1.73,0,0,"휴대폰 및 관련부품"
"496","001510","SK증권",903,-5,-0.55,"KOSPI","증권",426748924413,67,13.48,1197,0.75,10,1.11,"증권"
"497","083420","그린케미칼",17750,-1200,-6.33,"KOSPI","화학",4.26e+11,236,75.21,4521,3.93,170,0.96,"화학"
"498","002390","한독",30950,650,2.15,"KOSPI","의약품",425981346350,2544,12.17,24757,1.25,275,0.89,"제약"
"499","045390","대아티아이",5980,80,1.36,"KOSDAQ","일반전기전자",425486101560,30,199.33,1327,4.51,20,0.33,"운송인프라"
"500","093050","LF",14550,-200,-1.36,"KOSPI","섬유의복",4.25442e+11,2313,6.29,41768,0.35,500,3.44,"섬유 및 의복"
"501","093320","케이아이엔엑스",86700,1700,2,"KOSDAQ","인터넷",4.23096e+11,3291,26.34,16719,5.19,500,0.58,"인터넷 서비스"
"502","126560","현대퓨처넷",3740,15,0.4,"KOSPI","서비스업",422158469040,343,10.9,6569,0.57,60,1.6,"미디어"
"503","037270","YG PLUS",7090,380,5.66,"KOSPI","서비스업",421826959050,NA,NA,1562,4.54,0,0,"미디어"
"504","293480","하나제약",25950,750,2.98,"KOSPI","의약품",4.2039e+11,1778,14.6,13601,1.91,460,1.77,"제약"
"505","119860","다나와",32100,950,3.05,"KOSDAQ","인터넷",419701786200,1822,17.62,8387,3.83,400,1.25,"온라인쇼핑"
"506","003800","에이스침대",37750,-300,-0.79,"KOSDAQ","기타제조",418647500000,4130,9.14,42247,0.89,1100,2.91,"내구소비재"
"507","000370","한화손해보험",3585,-40,-1.1,"KOSPI","보험",418509010275,NA,NA,12154,0.29,0,0,"보험"
"508","052400","코나아이",26750,250,0.94,"KOSDAQ","소프트웨어",416206406500,NA,NA,5557,4.81,0,0,"전자 장비 및 기기"
"509","003620","쌍용차",2770,0,0,"KOSPI","운수장비",415056805540,NA,NA,2690,1.03,0,0,"자동차"
"510","053210","스카이라이프",8670,50,0.58,"KOSPI","서비스업",414616445220,1147,7.56,14620,0.59,350,4.04,"미디어"
"511","228670","레이",62200,800,1.3,"KOSDAQ","의료·정밀기기",413833207400,1915,32.48,8647,7.19,0,0,"의료 장비 및 서비스"
"512","026890","디피씨",9860,-440,-4.27,"KOSPI","전기전자",410946805500,287,34.36,3705,2.66,80,0.81,"내구소비재"
"513","033240","자화전자",22950,850,3.85,"KOSPI","전기전자",4.10805e+11,NA,NA,15564,1.47,0,0,"통신장비"
"514","244460","올리패스",24900,1550,6.64,"KOSDAQ","제약",408676080600,NA,NA,1214,20.51,0,0,"개인생활용품"
"515","034950","한국기업평가",90000,1600,1.81,"KOSDAQ","기타서비스",408646260000,4563,19.72,23591,3.82,8618,9.58,"상업서비스"
"516","067000","조이시티",9180,-120,-1.29,"KOSDAQ","디지털컨텐츠",407909490300,NA,NA,758,12.11,0,0,"게임 소프트웨어"
"517","007810","코리아써키트",17150,3000,21.2,"KOSPI","전기전자",405095879650,25,686,12169,1.41,0,0,"전자 장비 및 기기"
"518","101360","이엔드디",39200,-800,-2,"KOSDAQ","화학",404559013600,1047,37.44,1572,24.94,0,0,"화학"
"519","023410","유진기업",5230,80,1.55,"KOSDAQ","비금속",404335813490,272,19.23,9929,0.53,150,2.87,"건축소재"
"520","192440","슈피겐코리아",65000,100,0.15,"KOSDAQ","IT부품",404063595000,6690,9.72,47368,1.37,1300,2,"휴대폰 및 관련부품"
"521","121800","비덴트",8840,290,3.39,"KOSDAQ","통신장비",403756436200,NA,NA,7328,1.21,0,0,"디스플레이 및 관련부품"
"522","001200","유진투자증권",4155,-85,-2,"KOSPI","증권",402479966790,427,9.73,8151,0.51,70,1.68,"증권"
"523","121600","나노신소재",37050,50,0.14,"KOSDAQ","화학",401930737650,541,68.48,8591,4.31,120,0.32,"디스플레이 및 관련부품"
"524","200710","에이디테크놀로지",30250,600,2.02,"KOSDAQ","반도체",401556589500,803,37.67,5518,5.48,0,0,"반도체 및 관련장비"
"525","063160","종근당바이오",72700,2800,4.01,"KOSPI","의약품",398829437400,2280,31.89,28890,2.52,200,0.28,"제약"
"526","038540","상상인",7190,270,3.9,"KOSDAQ","컴퓨터서비스",397810570470,2282,3.15,9501,0.76,200,2.78,"상호저축은행"
"527","225570","넷게임즈",13750,200,1.48,"KOSDAQ","디지털컨텐츠",396533940000,NA,NA,1323,10.39,0,0,"게임 소프트웨어"
"528","095340","ISC",27950,1600,6.07,"KOSDAQ","반도체",395283098600,311,89.87,12011,2.33,50,0.18,"반도체 및 관련장비"
"529","025950","동신건설",47050,-1550,-3.19,"KOSDAQ","건설",3.9522e+11,100,470.5,10388,4.53,0,0,"건설"
"530","216050","인크로스",49050,1550,3.26,"KOSDAQ","기타서비스",395184911850,1240,39.56,8160,6.01,0,0,"미디어"
"531","051370","인터플렉스",16750,1250,8.06,"KOSDAQ","IT부품",390735156000,NA,NA,9337,1.79,0,0,"전자 장비 및 기기"
"532","029460","케이씨",28700,1050,3.8,"KOSPI","의료정밀",389001062800,4054,7.08,33184,0.86,250,0.87,"반도체 및 관련장비"
"533","073490","이노와이어리스",57300,-300,-0.52,"KOSDAQ","통신장비",386061271200,2190,26.16,13479,4.25,250,0.44,"통신장비"
"534","004430","송원산업",16050,-150,-0.93,"KOSPI","화학",3.852e+11,1448,11.08,17983,0.89,150,0.93,"화학"
"535","067310","하나마이크론",12550,150,1.21,"KOSDAQ","반도체",384851058650,NA,NA,5238,2.4,50,0.4,"반도체 및 관련장비"
"536","216080","제테마",21900,-250,-1.13,"KOSDAQ","제약",384703262100,NA,NA,2019,10.85,0,0,"의료 장비 및 서비스"
"537","078020","이베스트투자증권",6930,50,0.73,"KOSDAQ","금융",384484646700,1132,6.12,9264,0.75,345,4.98,"증권"
"538","046440","KG모빌리언스",9900,0,0,"KOSDAQ","소프트웨어",384373123200,619,15.99,7541,1.31,200,2.02,"인터넷 서비스"
"539","317330","덕산테코피아",20900,-500,-2.34,"KOSDAQ","반도체",384088245200,696,30.03,7900,2.65,0,0,"디스플레이 및 관련부품"
"540","037560","LG헬로비전",4945,95,1.96,"KOSPI","서비스업",382974747425,NA,NA,12283,0.4,75,1.52,"미디어"
"541","214870","뉴지랩",13100,100,0.77,"KOSDAQ","통신장비",382902362800,NA,NA,2710,4.83,0,0,"보안장비"
"542","052710","아모텍",39200,1250,3.29,"KOSDAQ","IT부품",381941515200,37,1059.46,20412,1.92,0,0,"전자 장비 및 기기"
"543","002270","롯데푸드",337000,-2000,-0.59,"KOSPI","음식료품",381440190000,41242,8.17,625100,0.54,12000,3.56,"식료품"
"544","077500","유니퀘스트",13900,0,0,"KOSPI","유통업",379570427500,953,14.59,7830,1.78,150,1.08,"반도체 및 관련장비"
"545","035890","서희건설",1650,-30,-1.79,"KOSDAQ","건설",379183954050,331,4.98,1826,0.9,30,1.82,"건설"
"546","011280","태림포장",5350,-70,-1.29,"KOSPI","종이목재",378811779000,270,19.81,4325,1.24,290,5.42,"용기 및 포장"
"547","099320","쎄트렉아이",52000,7650,17.25,"KOSDAQ","통신장비",377961324000,992,52.42,8775,5.93,210,0.4,"상업서비스"
"548","003220","대원제약",18650,750,4.19,"KOSPI","의약품",377543195950,1369,13.62,10124,1.84,260,1.39,"제약"
"549","006060","화승인더",6810,-90,-1.3,"KOSPI","화학",376729200000,1092,6.24,5972,1.14,45,0.66,"섬유 및 의복"
"550","214390","경보제약",15750,550,3.62,"KOSPI","의약품",376533045000,221,71.27,6239,2.52,100,0.63,"제약"
"551","230240","에치에프알",29100,100,0.34,"KOSDAQ","일반전기전자",374866782000,86,338.37,6753,4.31,0,0,"통신장비"
"552","096760","JW홀딩스",5470,30,0.55,"KOSPI","기타금융",374373265540,NA,NA,2191,2.5,90,1.65,"제약"
"553","265520","AP시스템",25800,450,1.78,"KOSDAQ","반도체",373589856600,671,38.45,7468,3.45,50,0.19,"디스플레이 및 관련부품"
"554","084690","대상홀딩스",10300,-50,-0.48,"KOSPI","기타금융",372989141400,1946,5.29,15703,0.66,200,1.94,"식료품"
"555","041190","우리기술투자",4435,15,0.34,"KOSDAQ","금융",3.7254e+11,140,31.68,899,4.93,0,0,"창업투자 및 종금"
"556","099190","아이센스",27100,650,2.46,"KOSDAQ","의료·정밀기기",372279149800,1723,15.73,14454,1.87,200,0.74,"의료 장비 및 서비스"
"557","002210","동성제약",14250,250,1.79,"KOSPI","의약품",371938822500,NA,NA,2689,5.3,0,0,"제약"
"558","002310","아세아제지",41500,500,1.22,"KOSPI","종이목재",371694833000,6860,6.05,65302,0.64,600,1.45,"종이 및 목재"
"559","245620","EDGC",8650,120,1.41,"KOSDAQ","기타서비스",371210693150,NA,NA,1090,7.94,0,0,"바이오"
"560","122450","KMH",16300,250,1.56,"KOSDAQ","방송서비스",369488106600,668,24.4,9669,1.69,70,0.43,"미디어"
"561","004710","한솔테크닉스",11500,-150,-1.29,"KOSPI","전기전자",369263597000,245,46.94,8145,1.41,0,0,"휴대폰 및 관련부품"
"562","220630","해마로푸드서비스",3615,125,3.58,"KOSDAQ","유통",368070374565,148,24.43,861,4.2,50,1.38,"호텔 및 레저"
"563","005950","이수화학",15200,-600,-3.8,"KOSPI","화학",367747660000,NA,NA,18013,0.84,400,2.63,"화학"
"564","131390","피앤이솔루션",24800,100,0.4,"KOSDAQ","일반전기전자",367508968000,1096,22.63,5497,4.51,0,0,"전자 장비 및 기기"
"565","049950","미래컴퍼니",43750,-600,-1.35,"KOSDAQ","기계·장비",365850887500,1619,27.02,13519,3.24,220,0.5,"디스플레이 및 관련부품"
"566","000050","경방",13300,-200,-1.48,"KOSPI","유통업",364623091000,1630,8.16,27050,0.49,125,0.94,"섬유 및 의복"
"567","318020","포인트모바일",56600,400,0.71,"KOSDAQ","일반전기전자",363971167600,1713,33.04,7116,7.95,0,0,"전자 장비 및 기기"
"568","042040","케이피엠테크",2620,-70,-2.6,"KOSDAQ","화학",362244058420,NA,NA,1132,2.31,0,0,"화학"
"569","043150","바텍",24300,500,2.1,"KOSDAQ","의료·정밀기기",360958420800,2281,10.65,16730,1.45,100,0.41,"의료 장비 및 서비스"
"570","297090","씨에스베어링",37600,2100,5.92,"KOSDAQ","기계·장비",360223040000,750,50.13,4781,7.86,0,0,"기계"
"571","052420","오성첨단소재",5310,-240,-4.32,"KOSDAQ","IT부품",359982242460,236,22.5,2813,1.89,0,0,"디스플레이 및 관련부품"
"572","195990","에이비프로바이오",1425,15,1.06,"KOSDAQ","기계·장비",358344157200,NA,NA,731,1.95,0,0,"기계"
"573","007460","에이프로젠 KIC",1950,15,0.78,"KOSPI","기계",358166472300,86,22.67,1973,0.99,0,0,"금속 및 광물"
"574","068330","일신바이오",8100,560,7.43,"KOSDAQ","기계·장비",358150734000,109,74.31,908,8.92,7,0.09,"바이오"
"575","065680","우주일렉트로",36000,1400,4.05,"KOSDAQ","IT부품",357631920000,1407,25.59,19095,1.89,300,0.83,"휴대폰 및 관련부품"
"576","317690","퀀타매트릭스",24400,800,3.39,"KOSDAQ","의료·정밀기기",357580145600,NA,NA,2372,10.29,0,0,"의료 장비 및 서비스"
"577","082920","비츠로셀",16600,550,3.43,"KOSDAQ","IT부품",357549923200,936,17.74,6567,2.53,100,0.6,"전자 장비 및 기기"
"578","243840","신흥에스이씨",51300,-400,-0.77,"KOSDAQ","IT부품",357544481400,2446,20.97,15448,3.32,280,0.55,"전자 장비 및 기기"
"579","000140","하이트진로홀딩스",15400,-100,-0.65,"KOSPI","기타금융",357384181000,NA,NA,18398,0.84,350,2.27,"음료"
"580","005500","삼진제약",25700,150,0.59,"KOSPI","의약품",3.5723e+11,917,28.03,14207,1.81,800,3.11,"제약"
"581","109820","진매트릭스",17500,350,2.04,"KOSDAQ","기타서비스",356888700000,NA,NA,826,21.19,0,0,"의료 장비 및 서비스"
"582","317400","자이에스앤디",13250,-250,-1.85,"KOSPI","서비스업",354868390000,677,19.57,5419,2.45,100,0.75,"건설"
"583","102460","이연제약",20200,-200,-0.98,"KOSPI","의약품",354760278000,352,57.39,12879,1.57,350,1.73,"제약"
"584","047920","에이치엘비제약",15950,750,4.93,"KOSDAQ","기타서비스",354447854200,34,469.12,1293,12.34,0,0,"제약"
"585","166480","코아스템",22400,-500,-2.18,"KOSDAQ","제약",352070656000,NA,NA,3671,6.1,0,0,"바이오"
"586","072710","농심홀딩스",75800,-100,-0.13,"KOSPI","기타금융",351544482000,7887,9.61,198514,0.38,2000,2.64,"식료품"
"587","092220","KEC",3010,-35,-1.15,"KOSPI","전기전자",351287889400,NA,NA,1782,1.69,0,0,"반도체 및 관련장비"
"588","234080","JW생명과학",22150,-50,-0.23,"KOSPI","의약품",350735371100,1385,15.99,7744,2.86,500,2.26,"제약"
"589","294140","레몬",10150,150,1.5,"KOSDAQ","화학",3.50175e+11,NA,NA,623,16.29,0,0,"화학"
"590","237880","클리오",20350,-50,-0.25,"KOSDAQ","화학",349004290800,177,114.97,8563,2.38,220,1.08,"개인생활용품"
"591","262260","에이프로",50500,0,0,"KOSDAQ","일반전기전자",347471613000,1543,32.73,3866,13.06,0,0,"전자 장비 및 기기"
"592","052260","현대바이오랜드",23150,-100,-0.43,"KOSDAQ","화학",3.4725e+11,723,32.02,10382,2.23,350,1.51,"개인생활용품"
"593","038880","아이에이",1260,-10,-0.79,"KOSDAQ","반도체",347073054300,7,180,236,5.34,0,0,"반도체 및 관련장비"
"594","075580","세진중공업",6090,0,0,"KOSPI","운수장비",346213187040,42,145,2765,2.2,20,0.33,"조선"
"595","136490","선진",14550,100,0.69,"KOSPI","음식료품",345993238200,899,16.18,13439,1.08,50,0.34,"식료품"
"596","138610","나이벡",34900,-700,-1.97,"KOSDAQ","제약",345613967100,NA,NA,2767,12.61,0,0,"의료 장비 및 서비스"
"597","104700","한국철강",7500,-10,-0.13,"KOSPI","철강금속",3.45375e+11,415,18.07,15742,0.48,200,2.67,"금속 및 광물"
"598","183190","아세아시멘트",88500,-1200,-1.34,"KOSPI","비금속광물",344779096500,7159,12.36,204892,0.43,1500,1.69,"건축소재"
"599","005420","코스모화학",13150,500,3.95,"KOSPI","화학",343357348750,NA,NA,5351,2.46,0,0,"화학"
"600","194700","노바렉스",38050,-500,-1.3,"KOSDAQ","음식료·담배",342592307000,1850,20.57,10195,3.73,200,0.53,"식료품"
"601","307750","국전약품",8870,-60,-0.67,"KOSDAQ","제약",341832228530,NA,NA,NA,NA,0,0,"제약"
"602","002990","금호산업",9290,-130,-1.38,"KOSPI","건설업",340329153960,332,27.98,10364,0.9,500,5.38,"건설"
"603","079430","현대리바트",16550,50,0.3,"KOSPI","기타제조업",339858917100,968,17.1,22301,0.74,150,0.91,"내구소비재"
"604","006840","AK홀딩스",25650,0,0,"KOSPI","기타금융",339799939650,2168,11.83,62448,0.41,750,2.92,"화학"
"605","047310","파워로직스",9840,-20,-0.2,"KOSDAQ","IT부품",338702462880,1611,6.11,6981,1.41,50,0.51,"전자 장비 및 기기"
"606","143160","아이디스",31600,2150,7.3,"KOSDAQ","통신장비",338637924000,185,170.81,14218,2.22,250,0.79,"보안장비"
"607","084680","이월드",3260,40,1.24,"KOSPI","서비스업",336236064220,27,120.74,2729,1.19,0,0,"호텔 및 레저"
"608","016800","퍼시스",29200,50,0.17,"KOSPI","기타제조업",3.358e+11,3601,8.11,38601,0.76,1000,3.42,"내구소비재"
"609","299660","셀리드",34600,500,1.47,"KOSDAQ","기타서비스",335574743200,NA,NA,5359,6.46,0,0,"바이오"
"610","139670","키네마스터",24700,-650,-2.56,"KOSDAQ","소프트웨어",334593782900,5,4940,927,26.65,0,0,"일반 소프트웨어"
"611","004690","삼천리",82400,700,0.86,"KOSPI","전기가스업",334134060000,10614,7.76,316716,0.26,3000,3.64,"가스"
"612","025770","한국정보통신",8890,20,0.23,"KOSDAQ","통신서비스",332879569190,649,13.7,5319,1.67,0,0,"상업서비스"
"613","000390","삼화페인트",12400,100,0.81,"KOSPI","화학",332502738800,167,74.25,10625,1.17,125,1.01,"건축자재"
"614","187870","디바이스이엔지",47200,250,0.53,"KOSDAQ","반도체",332127944800,698,67.62,9062,5.21,0,0,"디스플레이 및 관련부품"
"615","036200","유니셈",10800,650,6.4,"KOSDAQ","반도체",331173608400,749,14.42,4198,2.57,50,0.46,"반도체 및 관련장비"
"616","023800","인지컨트롤스",21600,400,1.89,"KOSPI","운수장비",327458764800,NA,NA,11832,1.83,100,0.46,"자동차부품"
"617","016580","환인제약",17600,250,1.44,"KOSPI","의약품",327361232000,1225,14.37,14719,1.2,300,1.7,"제약"
"618","199820","제일전기공업",29350,-500,-1.68,"KOSDAQ","일반전기전자",326078500000,1472,19.94,6617,4.44,125,0.43,"전기장비"
"619","304840","피플바이오",57700,3900,7.25,"KOSDAQ","제약",325859019000,NA,NA,542,106.46,0,0,"의료 장비 및 서비스"
"620","217330","싸이토젠",57500,100,0.17,"KOSDAQ","기타서비스",323947180000,NA,NA,3181,18.08,0,0,"의료 장비 및 서비스"
